date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:40:19	324/324	---M--	200	added ('OK')	image/gif	etag:%22144-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/ipict.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/ipict.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:19	279/279	---M--	200	added ('OK')	image/gif	etag:%22117-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/inews.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/inews.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:20	396/396	---M--	200	added ('OK')	image/gif	etag:%2218c-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/imail.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/imail.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:20	239/239	---M--	200	added ('OK')	image/gif	etag:%22ef-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/ifind.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/ifind.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:20	261/261	---M--	200	added ('OK')	image/gif	etag:%22105-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/ilinks.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/ilinks.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:21	354/354	---M--	200	added ('OK')	image/gif	etag:%22162-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/iabout.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/iabout.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:21	360/360	---M--	200	added ('OK')	image/gif	etag:%22168-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/iref.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/iref.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:22	286/286	---M--	200	added ('OK')	image/gif	etag:%2211e-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/iemail.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/iemail.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:22	421/421	---M--	200	added ('OK')	image/gif	etag:%221a5-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/imap.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/imap.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:23	361/361	---M--	200	added ('OK')	image/gif	etag:%22169-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/r/idload.gif	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/r/idload.gif	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:23	5742/5742	---M--	200	added ('OK')	text/html	etag:%22166e-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/index.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/index.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:24	7485/7485	---M--	200	added ('OK')	text/html	etag:%221d3d-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/coriolis.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/coriolis.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:25	7089/7089	---M--	200	added ('OK')	text/html	etag:%221bb1-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/globwin.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/globwin.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:25	6237/6237	---M--	200	added ('OK')	text/html	etag:%22185d-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/geostro.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/geostro.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:25	5471/5471	---M--	200	added ('OK')	text/html	etag:%22155f-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/localwin.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/localwin.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:26	4773/4773	---M--	200	added ('OK')	text/html	etag:%2212a5-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/mount.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/mount.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:26	6579/6579	---M--	200	added ('OK')	text/html	etag:%2219b3-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/enerwind.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/enerwind.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:27	9186/9186	---M--	200	added ('OK')	text/html	etag:%2223e2-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/tube.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/tube.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:27	5911/5911	---M--	200	added ('OK')	text/html	etag:%221717-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/enrspeed.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/enrspeed.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:28	7788/7788	---M--	200	added ('OK')	text/html	etag:%221e6c-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/wndspeed.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/wndspeed.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:28	7023/7023	---M--	200	added ('OK')	text/html	etag:%221b6f-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/wndsprac.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/wndsprac.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:28	10981/10981	---M--	200	added ('OK')	text/html	etag:%222ae5-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/rose.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/rose.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:29	20804/20804	---M--	200	added ('OK')	text/html	etag:%225144-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/roseplot.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/roseplot.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:29	8988/8988	---M--	200	added ('OK')	text/html	etag:%22231c-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/shear.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/shear.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:30	19339/19339	---M--	200	added ('OK')	text/html	etag:%224b8b-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/calculat.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/calculat.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:30	5785/5785	---M--	200	added ('OK')	text/html	etag:%221699-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/escarp.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/escarp.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:31	7710/7710	---M--	200	added ('OK')	text/html	etag:%221e1e-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/rrose.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/rrose.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:31	6796/6796	---M--	200	added ('OK')	text/html	etag:%221a8c-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/variab.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/variab.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:32	5263/5263	---M--	200	added ('OK')	text/html	etag:%22148f-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/turb.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/turb.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:32	8648/8648	---M--	200	added ('OK')	text/html	etag:%2221c8-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/obst.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/obst.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:32	4858/4858	---M--	200	added ('OK')	text/html	etag:%2212fa-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/shade.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/shade.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:33	14804/14804	---M--	200	added ('OK')	text/html	etag:%2239d4-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/shelter/guides.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/shelter/guides.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:33	19591/19591	---M--	200	added ('OK')	text/html	etag:%224c87-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/shelter/index.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/shelter/index.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:34	5528/5528	---M--	200	added ('OK')	text/html	etag:%221598-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/wake.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/wake.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:34	5869/5869	---M--	200	added ('OK')	text/html	etag:%2216ed-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/park.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/park.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:35	6161/6161	---M--	200	added ('OK')	text/html	etag:%221811-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/speedup.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/speedup.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:35	5472/5472	---M--	200	added ('OK')	text/html	etag:%221560-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/hill.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/hill.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:36	9125/9125	---M--	200	added ('OK')	text/html	etag:%2223a5-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/siting.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/siting.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:36	8985/8985	---M--	200	added ('OK')	text/html	etag:%222319-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/offshore.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/offshore.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:37	8696/8696	---M--	200	added ('OK')	text/html	etag:%2221f8-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/euromap.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/euromap.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:37	8636/8636	---M--	200	added ('OK')	text/html	etag:%2221bc-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/dkmap.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/dkmap.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:37	8994/8994	---M--	200	added ('OK')	text/html	etag:%222322-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/weibull.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/weibull.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:38	1174/1174	---M--	200	added ('OK')	text/html	etag:%22496-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/weibull/index.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/weibull/index.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:38	6214/6214	---M--	200	added ('OK')	text/html	etag:%221846-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/bottle.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/bottle.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:39	6013/6013	---M--	200	added ('OK')	text/html	etag:%22177d-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/shelves.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/shelves.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:39	7051/7051	---M--	200	added ('OK')	text/html	etag:%221b8b-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/betz.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/betz.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:40	8761/8761	---M--	200	added ('OK')	text/html	etag:%222239-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/powdensi.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/powdensi.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:40	8800/8800	---M--	200	added ('OK')	text/html	etag:%222260-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/pwr.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/pwr.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:40	6282/6282	---M--	200	added ('OK')	text/html	etag:%22188a-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/cp.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/cp.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:41	19508/19508	---M--	200	added ('OK')	text/html	etag:%224c34-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/guidep.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/guidep.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:41	20333/20333	---M--	200	added ('OK')	text/html	etag:%224f6d-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/pow/index.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/pow/index.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:42	9566/9566	---M--	200	added ('OK')	text/html	etag:%22255e-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wres/annu.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wres/annu.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:43	1801/1801	---M--	200	added ('OK')	text/html	etag:%22709-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/comp/index.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/comp/index.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:43	5595/5595	---M--	200	added ('OK')	text/html	etag:%2215db-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/lift.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/lift.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:43	6130/6130	---M--	200	added ('OK')	text/html	etag:%2217f2-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/stall.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/stall.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:44	5926/5926	---M--	200	added ('OK')	text/html	etag:%221726-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/aerodyn2.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/aerodyn2.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:44	6788/6788	---M--	200	added ('OK')	text/html	etag:%221a84-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/rotor.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/rotor.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:45	7153/7153	---M--	200	added ('OK')	text/html	etag:%221bf1-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/blades.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/blades.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:45	11955/11955	---M--	200	added ('OK')	text/html	etag:%222eb3-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/powerreg.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/powerreg.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:46	8719/8719	---M--	200	added ('OK')	text/html	etag:%22220f-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/yaw.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/yaw.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:46	13303/13303	---M--	200	added ('OK')	text/html	etag:%2233f7-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/tower.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/tower.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:47	8945/8945	---M--	200	added ('OK')	text/html	etag:%2222f1-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/electric.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/electric.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:47	9196/9196	---M--	200	added ('OK')	text/html	etag:%2223ec-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/syncgen.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/syncgen.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:47	7825/7825	---M--	200	added ('OK')	text/html	etag:%221e91-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/genpoles.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/genpoles.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:48	11539/11539	---M--	200	added ('OK')	text/html	etag:%222d13-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/async.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/async.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:48	7171/7171	---M--	200	added ('OK')	text/html	etag:%221c03-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/stator.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/stator.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
09:40:49	8733/8733	---M--	200	added ('OK')	text/html	etag:%22221d-4538ce804d400%22	http://ele.aut.ac.ir/~wind/en/tour/wtrb/varislip.htm	C:/My%20Web%20Sites/Tour%20on%20Wind%20Energy/ele.aut.ac.ir/_wind/en/tour/wtrb/varislip.html	(from http://ele.aut.ac.ir/~wind/en/tour/index.htm)
